task_name,arrival_time,start_time,service_time,completion_time,wait_time,turnaround_time
Task-117,124.81404522874958,144.7217807766563,4.809157175996017,149.5309379526523,19.90774,24.71689
Task-118,125.21886974965093,146.08673966436712,5.210934385565033,151.29767404993214,20.86787,26.0788
Task-119,125.53329201633144,147.58179432193634,4.619021326348316,152.20081564828465,22.0485,26.66752
Task-121,129.24284685466836,149.5309379526523,4.8064029516421884,154.33734090429448,20.28809,25.09449
Task-120,127.11549787627091,148.52025266089632,6.068126985305249,154.58837964620156,21.40475,27.47288
Task-122,129.6978769788238,151.29767404993214,4.60086439846513,155.89853844839726,21.5998,26.20066
Task-123,129.8905730490859,152.20081564828465,4.768436433629155,156.9692520819138,22.31024,27.07868
Task-124,130.70880841361083,154.33734090429448,5.25419232326844,159.5915332275629,23.62853,28.88272
Task-125,130.7781648306267,154.58837964620156,5.4958209916512,160.08420063785275,23.81021,29.30604
Task-126,132.01375605685905,155.89853844839726,4.38144103931382,160.27997948771107,23.88478,28.26622
Task-127,132.88154091581643,156.9692520819138,4.763092665458983,161.73234474737276,24.08771,28.8508
Task-128,136.07825736053633,159.5915332275629,4.83646473855747,164.4279979661204,23.51328,28.34974
Task-129,136.5017233901191,160.08420063785275,4.947054882924574,165.0312555207773,23.58248,28.52953
Task-130,137.16769695081817,160.27997948771107,5.610051720611704,165.89003120832277,23.11228,28.72233
Task-131,137.9156860285293,161.73234474737276,4.968488681408452,166.7008334287812,23.81666,28.78515
Task-132,138.2613706636631,164.4279979661204,4.303723567339155,168.73172153345953,26.16663,30.47035
Task-134,141.5137129858608,165.89003120832277,4.311220225482238,170.201251433805,24.37632,28.68754
Task-133,139.23146116493038,165.0312555207773,5.625580045639734,170.65683556641704,25.79979,31.42537
Task-135,143.59309964534347,166.7008334287812,4.724885713555784,171.425719142337,23.10773,27.83262
Task-136,144.0188188602259,168.73172153345953,5.290979450051897,174.02270098351144,24.7129,30.00388
Task-137,144.6055541717052,170.201251433805,5.059416028970926,175.26066746277593,25.5957,30.65511
Task-138,145.64030315899822,170.65683556641704,5.161245174143733,175.8180807405608,25.01653,30.17778
Task-139,147.6944177587373,171.425719142337,5.01255156226803,176.43827070460503,23.7313,28.74385
Task-140,148.08939764999397,174.02270098351144,5.5483358574313995,179.57103684094284,25.9333,31.48164
Task-141,148.9892179055539,175.26066746277593,4.82169601364985,180.08236347642577,26.27145,31.09315
Task-142,149.57846698589375,175.8180807405608,4.715223044116327,180.53330378467712,26.23961,30.95484
Task-143,151.13601602512853,176.43827070460503,5.366183462340127,181.80445416694516,25.30225,30.66844
Task-144,151.32444071875443,179.57103684094284,4.369187514262742,183.94022435520557,28.2466,32.61578
Task-145,154.85542958245057,180.08236347642577,4.2510879516991436,184.3334514281249,25.22693,29.47802
Task-146,155.0220567039301,180.53330378467712,4.551830219258699,185.08513400393582,25.51125,30.06308
Task-147,155.29374118871846,181.80445416694516,5.2410015585712415,187.0454557255164,26.51071,31.75171
Task-148,155.33576333697735,183.94022435520557,4.8349187819494475,188.77514313715503,28.60446,33.43938
Task-150,155.85169291065986,185.08513400393582,4.617403773573565,189.70253777750938,29.23344,33.85084
Task-149,155.71647608470724,184.3334514281249,5.736824034951003,190.07027546307592,28.61698,34.3538
Task-151,156.15334842144932,187.0454557255164,5.412298564802379,192.45775429031877,30.89211,36.30441
Task-152,156.18865346306072,188.77514313715503,4.967785670235979,193.742928807391,32.58649,37.55428
Task-153,156.56983154987736,189.70253777750938,5.543552631397016,195.24609040890638,33.13271,38.67626
Task-154,156.99119285843395,190.07027546307592,6.229437527589889,196.2997129906658,33.07908,39.30852
Task-155,157.1686434274605,192.45775429031877,4.860149495310247,197.31790378562903,35.28911,40.14926
Task-156,157.52754909979953,193.742928807391,4.548268514817857,198.29119732220886,36.21538,40.76365
Task-157,160.0587172104913,195.24609040890638,5.160062667225101,200.4061530761315,35.18737,40.34744
Task-158,160.21582011154297,196.2997129906658,5.849329217227997,202.14904220789379,36.08389,41.93322
Task-159,160.2201236643741,197.31790378562903,4.932784688803173,202.2506884744322,37.09778,42.03056
Task-160,161.56142546854062,198.29119732220886,4.330616012973172,202.62181333518203,36.72977,41.06039
Task-161,162.78373658518947,200.4061530761315,3.728899135538196,204.1350522116697,37.62242,41.35132
Task-162,165.66631029027,202.14904220789379,4.664082919581788,206.8131251274756,36.48273,41.14681
Task-163,166.83474537804858,202.2506884744322,4.826047279285776,207.07673575371797,35.41594,40.24199
Task-164,168.6728226423475,202.62181333518203,5.398856759315338,208.02067009449738,33.94899,39.34785
Task-165,169.26336394186026,204.1350522116697,5.050926105066132,209.18597831673583,34.87169,39.92261
Task-166,169.51457761998444,206.8131251274756,5.227002226850296,212.04012735432588,37.29855,42.52555
Task-167,172.2582302849299,207.07673575371797,5.510396955949814,212.58713270966777,34.81851,40.3289
Task-168,172.6406008549806,208.02067009449738,5.0248589518261335,213.0455290463235,35.38007,40.40493
Task-169,173.56966740580742,209.18597831673583,4.596624773650176,213.782603090386,35.61631,40.21294
Task-171,178.07966380136034,212.58713270966777,5.047026847975308,217.63415955764307,34.50747,39.5545
Task-170,176.44145193532827,212.04012735432588,5.8810292579095,217.92115661223536,35.59868,41.4797
Task-173,182.24193738532873,213.782603090386,4.38624636091414,218.16884945130013,31.54067,35.92691
Task-172,181.59831699279079,213.0455290463235,5.179909526149519,218.22543857247302,31.44721,36.62712
Task-175,185.22684899713718,217.92115661223536,4.355690394249242,222.27684700648462,32.69431,37.05
Task-174,182.76865637340575,217.63415955764307,4.974480177850574,222.60863973549365,34.8655,39.83998
Task-177,186.51488096404992,218.22543857247302,4.532969343584171,222.7584079160572,31.71056,36.24353
Task-176,185.7077429636367,218.16884945130013,5.83084898209777,223.9996984333979,32.46111,38.29196
Task-178,186.55803162034007,222.27684700648462,4.603360352677048,226.88020735916166,35.71882,40.32218
Task-179,188.3081596612891,222.60863973549365,4.63052083858982,227.23916057408348,34.30048,38.931
Task-180,189.12750758471188,222.7584079160572,5.264165415883062,228.02257333194027,33.6309,38.89507
Task-181,189.12995725767018,223.9996984333979,5.012290355352089,229.01198878875,34.86974,39.88203
Task-182,189.43468650919783,226.88020735916166,4.58304270741629,231.46325006657796,37.44552,42.02856
Task-183,192.55885679458976,227.23916057408348,4.844515504537735,232.0836760786212,34.6803,39.52482
Task-184,193.72310640304372,228.02257333194027,5.002004740227411,233.02457807216769,34.29947,39.30147
Task-185,194.00381320802683,229.01198878875,4.184877655239436,233.19686644398942,35.00818,39.19305
Task-187,200.03318724649174,232.0836760786212,4.562036086675335,236.64571216529654,32.05049,36.61252
Task-189,202.04492689297376,233.19686644398942,3.775155040126884,236.9720214841163,31.15194,34.92709
Task-186,199.17690050480238,231.46325006657796,6.20536130185244,237.6686113684304,32.28635,38.49171
Task-188,201.8993259337008,233.02457807216769,4.721047797896482,237.74562587006417,31.12525,35.8463
Task-191,204.65483521714762,236.9720214841163,4.413516267679896,241.38553775179622,32.31719,36.7307
Task-190,202.2232271681473,236.64571216529654,5.396530871256774,242.04224303655332,34.42248,39.81902
Task-192,204.85725438157579,237.6686113684304,4.539887584556023,242.20849895298642,32.81136,37.35124
Task-193,204.9565319386416,237.74562587006417,5.12516186006667,242.87078773013084,32.78909,37.91426
Task-195,207.13802781314945,242.04224303655332,3.75807555271479,245.8003185892681,34.90422,38.66229
Task-194,206.35339598853705,241.38553775179622,4.892234155896649,246.27777190769288,35.03214,39.92438
Task-196,207.23876946756008,242.20849895298642,5.5579525554536655,247.76645150844007,34.96973,40.52768
Task-197,208.10638109254154,242.87078773013084,5.187220283599837,248.05800801373067,34.76441,39.95163
Task-198,208.76977342164142,245.8003185892681,4.991994302111981,250.79231289138008,37.03055,42.02254
Task-199,209.18576335889182,246.27777190769288,4.844395841973136,251.122167749666,37.09201,41.9364
Task-200,211.60250283710965,247.76645150844007,4.791812424916989,252.55826393335707,36.16395,40.95576
Task-201,211.85239278266508,248.05800801373067,5.61632193939042,253.6743299531211,36.20562,41.82194
Task-203,213.84148335111053,251.122167749666,4.336911450319012,255.459079199985,37.28068,41.6176
Task-202,212.0611611352368,250.79231289138008,6.05537965822791,256.847692549608,38.73115,44.78653
Task-204,213.92095990511427,252.55826393335707,5.697187388305212,258.2554513216623,38.6373,44.33449
Task-205,215.62936075282758,253.6743299531211,5.148586400889202,258.8229163540103,38.04497,43.19356
Task-206,218.19864628271503,255.459079199985,4.551304629934625,260.01038382991965,37.26043,41.81174
Task-207,219.64083205489985,256.847692549608,5.12723954180604,261.974932091414,37.20686,42.3341
Task-209,221.35511323480256,258.8229163540103,4.212053521020979,263.0349698750313,37.4678,41.67986
Task-208,219.6700132517834,258.2554513216623,5.655893129361847,263.91134445102415,38.58544,44.24133
Task-210,221.60660205397434,260.01038382991965,6.107325027715699,266.11770885763536,38.40378,44.51111
Task-211,223.5502212935457,261.974932091414,4.988673309589285,266.9636054010033,38.42471,43.41338
Task-213,225.1671189533396,263.91134445102415,4.294623615082332,268.2059680661065,38.74423,43.03885
Task-212,225.04050958470648,263.0349698750313,5.84330237620078,268.8782722512321,37.99446,43.83776
Task-214,225.4588257424066,266.11770885763536,4.854373873431533,270.9720827310669,40.65888,45.51326
Task-215,225.52736945888478,266.9636054010033,4.803691579670984,271.7672969806743,41.43624,46.23993
Task-216,226.6287448319568,268.2059680661065,4.4252541478200955,272.6312222139266,41.57722,46.00248
Task-217,228.03340795638465,268.8782722512321,4.991555881333601,273.8698281325657,40.84486,45.83642
Task-218,228.3102457375136,270.9720827310669,4.987917703521176,275.9600004345881,42.66184,47.64975
Task-219,229.15476329997475,271.7672969806743,5.436421991714127,277.2037189723884,42.61253,48.04896
Task-220,229.16884631331138,272.6312222139266,4.85813363999199,277.4893558539186,43.46238,48.32051
Task-221,229.41346643884935,273.8698281325657,4.8156252844524925,278.6854534170182,44.45636,49.27199
Task-222,229.62609981628992,275.9600004345881,5.154976848496067,281.11497728308416,46.3339,51.48888
Task-223,229.95718609132788,277.2037189723884,5.603111951625059,282.80683092401347,47.24653,52.84964
Task-224,232.27651347261752,277.4893558539186,5.443863683206615,282.9332195371252,45.21284,50.65671
Task-225,232.97808659556682,278.6854534170182,4.849150359826859,283.5346037768451,45.70737,50.55652
Task-226,234.2082531152039,281.11497728308416,4.384833505156994,285.4998107882412,46.90672,51.29156
Task-227,234.40773939171024,282.80683092401347,4.463811128736145,287.2706420527496,48.39909,52.8629
Task-228,234.84596895761803,282.9332195371252,4.723329078741366,287.65654861586654,48.08725,52.81058
Task-229,235.32338407492537,283.5346037768451,5.721574176425295,289.25617795327037,48.21122,53.93279
Task-230,235.56453122337675,285.4998107882412,4.341583711268555,289.84139449950976,49.93528,54.27686
Task-232,235.9424607792829,287.65654861586654,4.779872451461631,292.4364210673282,51.71409,56.49396
Task-231,235.8227246741299,287.2706420527496,5.669607358189452,292.9402494109391,51.44792,57.11752
Task-233,240.11667683778325,289.25617795327037,3.944078608321885,293.20025656159225,49.1395,53.08358
Task-234,243.85386655510868,289.84139449950976,5.344040215874473,295.18543471538425,45.98753,51.33157
Task-235,250.5173633293889,292.4364210673282,4.982872981222889,297.4192940485511,41.91906,46.90193
Task-237,252.29321401572255,293.20025656159225,4.808498973793595,298.00875553538583,40.90704,45.71554
Task-236,251.42113482975265,292.9402494109391,5.629012260956499,298.56926167189556,41.51911,47.14813
Task-238,252.61200539087199,295.18543471538425,4.891440541685763,300.07687525707,42.57343,47.46487
Task-239,253.12322363989992,297.4192940485511,5.229439319622936,302.648733368174,44.29607,49.52551
Task-240,253.76915576907433,298.00875553538583,4.8499518778214545,302.8587074132073,44.2396,49.08955
Task-241,254.4318374891363,298.56926167189556,5.492339656073871,304.0616013279694,44.13742,49.62976
Task-242,254.75880195466837,300.07687525707,5.186180978424391,305.2630562354944,45.31807,50.50425
Task-244,256.90752750189864,302.8587074132073,4.569577477820431,307.4282848910277,45.95118,50.52076
Task-243,256.21981794637225,302.648733368174,4.874912160426597,307.52364552860064,46.42892,51.30383
Task-245,257.0124474371043,304.0616013279694,5.275776729800052,309.33737805776946,47.04915,52.32493
Task-246,257.06674779632465,305.2630562354944,5.735234416611432,310.9982906521058,48.19631,53.93154
Task-247,257.13741564821123,307.4282848910277,5.390004611737492,312.8182895027652,50.29087,55.68087
Task-248,258.270953104008,307.52364552860064,5.802478248126006,313.32612377672666,49.25269,55.05517
Task-249,259.4079041046171,309.33737805776946,5.4250994449537355,314.7624775027232,49.92947,55.35457
Task-250,259.50919914950737,310.9982906521058,5.030047640778987,316.0283382928848,51.48909,56.51914
Task-251,259.5888023177521,312.8182895027652,4.696576496685961,317.51486599945116,53.22949,57.92606
Task-252,260.98155648462415,313.32612377672666,4.567233125485686,317.89335690221236,52.34457,56.9118
Task-253,261.20711764907594,314.7624775027232,5.168474947218896,319.9309524499421,53.55536,58.72383
Task-254,262.29210290879547,316.0283382928848,4.908911299124041,320.93724959200887,53.73624,58.64515
Task-255,262.7131116705753,317.51486599945116,4.930158425806341,322.4450244252575,54.80175,59.73191
Task-256,264.67688663334803,317.89335690221236,4.844841960370289,322.73819886258264,53.21647,58.06131
Task-257,267.1412751301529,319.9309524499421,5.16516937622974,325.09612182617184,52.78968,57.95485
Task-259,267.98812002004996,322.4450244252575,4.1041918158592825,326.54921624111677,54.4569,58.5611
Task-258,267.1746869356841,320.93724959200887,5.773730289814193,326.71097988182305,53.76256,59.53629
Task-260,269.9568126491673,322.73819886258264,4.874692969763574,327.61289183234624,52.78139,57.65608
Task-261,271.214619480284,325.09612182617184,5.223797181516303,330.31991900768816,53.8815,59.1053
Task-263,273.1877486146866,326.71097988182305,5.494756504476953,332.20573638630003,53.52323,59.01799
Task-262,272.3386252109968,326.54921624111677,5.776827242414711,332.32604348353146,54.21059,59.98742
Task-264,273.8943560772669,327.61289183234624,4.744032944813672,332.3569247771599,53.71854,58.46257
Task-265,277.4303688215817,330.31991900768816,4.647722835845824,334.96764184353395,52.88955,57.53727
Task-266,277.4589195283124,332.20573638630003,4.6075366277639525,336.813273014064,54.74682,59.35435
Task-267,277.50508750809155,332.32604348353146,4.630081666775464,336.95612515030695,54.82096,59.45104
